problem_id,code,error_id_1,Knowledge_id_2,error_class_id
p43,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum > temp?temp;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p44,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum<=temp?temp;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p45,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum >= temp ? temp;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p46,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum=maxsum<temp?temp:maxsum=temp;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p47,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum,temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum<temp?temp:maxsum=temp;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p48,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum && temp ? temp;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p49,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum=maxsum<temp?temp:maxsum=i;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p50,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum=maxsum>temp?temp:maxsum=temp;
        }
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p51,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum=maxsum<temp?temp;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p52,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum&&temp?temp;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p53,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum>temp?temp:maxsum=temp;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p54,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum!=temp?do:maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p55,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum>temp?:maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p56,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum<temp?:maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p57,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum!=temp?:maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p58,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum||temp?temp*maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p59,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum<=temp?temp*maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p60,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum >= temp?temp*maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p61,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum>=temp?temp/maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p62,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum <= temp?temp+maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p63,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum>temp?temp+maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p64,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum>=temp?temp+maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p65,"#include<stdio.h>
const int MAXN = 100001;
void judge(){
    int a[MAXN];
    int n,i,j,k;
    int maxsum;
    int temp;
    scanf(""%d"", &n);
    for(i=1;i<=n;i++){
        scanf(""%d"",&a[i]);
    }
    maxsum=a[1];
    for(i=1;i<=n;i++)
        for(j=i;j<=n;j++){
            temp=0;
            for(k=i;k<=j;k++)
                temp=temp+a[k];
            maxsum = maxsum&&temp?temp+maxsum;
        }
    printf(""%d\n"", maxsum);
}
int main(){
    judge();
    return 0;
}",认知错误-,问号表达式,E0
p67,"#include<stdio.h>
int main()
{
    int a,b,c;
    scanf(""%d %d %d"",&a,&b,&c);
    if(a+b>c&&b+c>a&&a+c>b){
        if(a*a+b*b==c*c||b*b+c*c==a*a||a*a+c*c==b*b){
            printf(""zhijiao"");
        }
        else(a*a+b*b>c*c||b*b+c*c>a*a||a*a+c*c>b*b){
            printf(""ruijiao"");
        }
        else(a*a+b*b<c*c||b*b+c*c<a*a||a*a+c*c<b*b){
            printf(""dunjiao"");
        }
    }
    else{printf(""no"");}
    return 0;
}",认知错误-,if-else语句,E1
p68,"#include<stdio.h>
int main(){
    int n,a,m=0,i=1;
    scanf(""%d"",&n);
    a=n%2;
    for(i=1;i<=n;i++){
        if(a==0)
        i=i/2;
        m++;
        i++;
        else if(a!=0)
        i=i*3+1;
        m++;
        i++;
    }
  
    printf(""%d"",m);
    return 0;
    
}",认知错误-,if-else语句,E1
p69,"#include<stdio.h>
int main(){
    double s,v;
    int t;
    scanf(""%lf %lf"",&s,&v);
    if(t<=40){
        v=t*s;
    }else if(t>40){
        v=40*s+1.5*(t-40)*s;
    }else(t>50){
        v=2*(t-50)*s+40*s+1.5*(t-40)*s;
    }
    printf(""%.2lf"",v);
    return 0;
}",认知错误-,if-else语句,E1
p70,"#include<stdio.h>
int main(){
    double s,v;
    int t;
    scanf(""%lf %lf"",&s,&v);
    if(t<=40){
        v=t*s;
    }else if(t>40){
        v=40*s+1.5*(t-40)*s;
    }else(t>50){
        v=2*(t-50)*s+40*s+1.5*10*s;
    }
    printf(""%.2lf"",v);
    return 0;
}",认知错误-,if-else语句,E1
p71,"#include<stdio.h>
int main(){
    int a,b,c,n,y;
    scanf(""%d%d%d"",&a,&b,&c);
    if((a>=10&&a<=20)&&(b>=10&&b<=20)&&(c>=10&&c<=20)){
        n=3;
        y=a+b+c;
    }else if((a>=10&&a<=20)&&(b>=10&&b<=20)&&(c<10&&c>20)){
        n=2;
        y=a+b;
    }else((a>=10&&a<=20)&&(c>=10&&c<=20)&&(b<10&&b>20)){
        n=2;
        y=a+c;
    }else((b>=10&&b<=20)&&(c>=10&&c<=20)&&(a<10&&a>20)){
        n=2;
        y=b+c;
    }else((a>=10&&a<=20)&&(b>10&&b>20)&&(c<10&&c>20)){
        n=1;
        y=a;
    }else((a<10&&a>20)&&(c>=10&&c<=20)&&(b<10&&b>20)){
        n=1;
        y=c;
    }else((b>=10&&b<=20)&&(c<10&&c>20)&&(a<10&&a>20)){
        n=1;
        y=b;
        printf(""%d %d"",n,y);
    }
    else((a<10&&a>20)&&(b>10&&b>20)&&(c<10&&c>20)){
        n=0;
        y=0;
    } printf(""%d %d"",n,y);
    return 0;
}",认知错误-,if-else语句,E1
p72,"#include<stdio.h>
int main(){
    int a,b,c;
    scanf(""%d %d %d"",&a,&b,&c);
    if(a>0&&b>0&&c>0){
        if(a+b>c&&a+c>b&&b+c>a){
        if(a*a+b*b==c*c||b*b+c*c==a*a||a*a+c*c==b*b){
            printf(""zhijiao"");
        }else if(a*a+b*b>c*c){
            printf(""dunjiao"");
        }else(a*a+b*b<c*c){
            printf(""ruijiao"");
        }
    }else{
        printf(""no"");
    }
    }
    return 0;
}",认知错误-,if-else语句,E1
p73,"#include<stdio.h>
int main(){
    int a,b,c,d,m;
    scanf(""%d%d%d%d"",&a,&b,&c,&d);
    if(a<b){
    m=b;b=a;a=m;
    }if(a<c){
    m=c;c=a;a=m;
    }if(a<d){
    m=d;d=a;a=m;
    }if(b<c){
    m=c;c=b;b=m;
    }if(b<d){
    m=d;d=b;b=m;
    }if(c<d){
    m=d;d=c;c=m;
    }
    if(a%2==0&&b%2==0&&c%2==0&&d%2==0){
        printf(""%d %d %d %d"",a,b,c,d);
    }d=d;c=c;a=a;b=b;
    else{
        printf(""d+2=%d\n"",d+2);
        printf(""c+2=%d\n"",c+2);
        printf(""b+2=%d"",b+2);
    }
    
    
    
    
    
    
    return 0;
}",认知错误-,if-else语句,E1
p74,"#include<stdio.h>
int main(){
    int a,b,c;
    scanf(""%d %d %d"",&a,&b,&c);
    if(a>0 && b>0 &&c>0){
        if(a+b>c && a+c>b && b+c>a){
            if(a*a+b*b>c*c || a*a+c*c>b*b || b*b+c*c>a*a){
                printf(""ruijiao"");
            }
        }else (a*a+b*b==c*c || a*a+c*c==b*b || b*b+c*c==a*a){
            printf(""zhijiao"");
        }
    }else{
        printf(""dunjiao"");
    }
    return 0;
}
",认知错误-,if-else语句,E1
p75,"#include<stdio.h>
int main(){
    int a,b,c,d,x,y,z,v,q;
    scanf(""%d %d %d %d"",&a,&b,&c,&d);
    if(a<0&&b>0&&c>0&&d>0&&a<=100&&b<=100&&c<=100&&d<=100){
    else if(a>=90){
        x=1;
    }else{x=0;}
    else if(b>=90){
        y=1;
    }else{y=0;}
    else if(c>=90){
        z=1;
    }else{z=0;}
    else if(d>=90){
        v=1;
    }else{v=0;}
    if(a<60||b<60||c<60||d<60){
        printf(""Poor LanYangYang"");
    }else{
        printf(""%d"",q=x+y+z+v);
    }
    }
    return 0;
}",认知错误-,if-else语句,E1
p76,"#include<stdio.h>
int main(){
    int a,b,c,d,x,y,z,v,q;
    scanf(""%d %d %d %d"",&a,&b,&c,&d);
    if(a>=90&&b>=90&&c>=90&&d>=90){
        printf(""5"");
    }
    if(a<60||b<60||c<60||d<60){
        printf(""Poor LanYangYang"");}
    else if(a>=90){
        x=1;
    }else{x=0;}
    if(b>=90){
        y=1;
    }else{y=0;}
    if(c>=90){
        z=1;
    }else{z=0;}
    if(d>=90){
        v=1;
    }else{v=0;}
    q=x+b+z+v;
    else{
        printf(""%d"",q=x+y+z+v);
    }
    return 0;
}",认知错误-,if-else语句,E1
p77,"#include<stdio.h>
int main(){
    int a,n;
    scanf(""%d"",&a);
    if(a<=100){
        n=a*2;
    }
    else(a>100){
        n=a*2+(a-100)*1;
    }
    printf(""%d"",n);
    return 0;
}",认知错误-,if-else语句,E1
p78,"#include<stdio.h>
int main(){
    int a,b,c;
    float n;
    scanf(""%d %d %d"",&a,&b,&c);
    if(a*a==b*b+c*c){
        n=b*c/2;
    }if(b*b==a*a+c*c){
        n=a*c/2;
    }if(c*c==a*a+b*b){
        n=a*b/2;
    }printf(""%.f"",n);
     else {
        printf(""no"");
    }
    return 0;
}",认知错误-,if-else语句,E1
p79,"#include<stdio.h>
int main(){
    int a,b,c,d,m;
    scanf(""%d%d%d%d%d"",&a,&b,&c,&d,&m);
    if(a<60|b<60|c<60|d<60){
        printf(""Poor LanYangYang"");
    }else{
        if(a>90&&b>90&&c>90&&d>90)
        printf(""5"");
    }else{
    if(a>90){
        m++;
    }
    if(b>90){
        m++;
    }
    if(c>90){
        m++;
    }
    if(d>90){
        m++;
    printf(""%d"",m);
    }
    }
    return 0;
}",认知错误-,if-else语句,E1
p80,"#include<stdio.h>
int main()
{
    int a,b,c,m,t;
    scanf(""%d %d %d"",&a,&b,&c);
    if(a>b){
        t=a;
        a=b;
        b=t;
    }
    if(a>c){
        t=a;
        a=c;
        c=t;
    }
    if(b>c){
        t=b;
        b=c;
        c=t;
    }
    m=a*a+b*b;
    if(a+b<=c){
        printf(""zhijiao"");
    }else(m<c*c){
        printf(""dunjiao"");
    }else{
        printf(""ruijiao"");
    }
    return 0;
}",认知错误-,if-else语句,E1
p81,"#include<stdio.h>
int main(){
    int n,a,b,c;
    scanf(""%d"",&n);
    a=n/100;
    b=n/10%10;
    c=n%10;
    if(a==c){
        printf(""Y"");
    }else(a!=c){
        printf(""N"");
    }
    return 0;
}",认知错误-,if-else语句,E1
p82,"#include<stdio.h>
int main(){
    int i,s=0,n;
    scanf(""%d"",&n);
    for(i=1; i<=n; i++){
        if(i%3==2&&i%5==3&&i%7==2){
            s++;
            i++;
            printf(""%d"",s);
        }
        }else{
            printf(""0"")
        }
        return 0;
}",认知错误-,if-else语句,E1
p83,"#include<stdio.h>
int main(){
    int n,m;
    scanf(""%d %d"",&n,&m);
    if(m==1||m==3||m==5||m==7||m==8||m==10||m==12){
        printf(""31"");
    }else if(m==2){
        printf(""29"");
    }else{
        printf(""28"");
    }else if(m==4||m==6||m==9||m==11){
        printf(""30"");
}    
    return 0;
}",认知错误-,if-else语句,E1
p84,"#include<stdio.h>
int main(){
    int i,n,m;
    scanf(""%d"",&n);
    i=1;m=0;
    while(i<=n){
        if(i%3==2&&i%5==3&&i%7==2){i++;}
        m++;
        printf(""%d"",m);
        else if(m==0){printf(""0"");}
    }
    return 0;
}",认知错误-,if-else语句,E1
p85,"#include<stdio.h>
#include<math.h>
int main(){
    int n,a,b,c,m,e,d;
    scanf(""%d"",&n);
    a=n/100;
    b=n/10%10;
    c=n%100%10;
    if(a>b)
    m=b; 
    b=a;
    a=m;
    if(a>c)
    m=c; 
    c=a;
    a=m;
    if(b>c)
    m=c;
    c=b;
    b=m;
    if (a==0) 
    n=b*100+a*10+c;
    e=c*100+b*10+a;
    else 
    if(a==0)
    n=a*100+b*10+c;
    e=c*100+b*10+a;
    d=e-n;
    printf(""%d"",d);
    return 0;
}
",认知错误-,if-else语句,E1
